"","dictionaryID","cancerInstituteName","sourceName","localDictID","elementUsageNotes"
"236","DE327","EDistanceFromCarcenomaResectionMarginNotification","SurgicalMargin","NOTC018","The distance from the nearest resection margins should be initially assessed on macroscopic examination of the specimen.

The surgical margin is the edge or border of the tissue removed in cancer surgery. The margin is described as negative or clean when the pathologist finds no cancer cells at the edge of the tissue, suggesting that all of the cancer has been removed. The margin is described as positive or involved when the pathologist finds cancer cells at the edge of the tissue, suggesting that all of the cancer has not been removed.  
"
"237","DE558","EDosePercentage","Dose Percentage","notAvailable",NA
"238","DE2","EDoseUnit","Dose Unit","notAvailable",NA
"239","DE20","EEndDate","EpisodeEndDate","CRE044",NA
"240","DE207","EEndDateNotification","EpisodeEndDate","NOT251",NA
"241","DE5","EInitialTreatmentFlag","InitialTreatmentFlag","CRE030","The Initial Treatment Indicator is required to distinguish between treatments that are administered in the initial course of treatment for a diagnosis, and those treatments that are administered following the initial course due to disease progression and recurrence."
"242","DE202","EInitialTreatmentFlagNotification","InitialTreatmentFlag","NOT215","The Initial Treatment Indicator is required to distinguish between treatments that are administered in the initial course of treatment for a diagnosis, and those treatments that are administered following the initial course due to disease progression and recurrence."
"243","DE76","EIntendedChemoTherapyFlag","IntendedChemoFlag","CRE091",NA
"244","DE267","EIntendedChemoTherapyFlagNotification","IntendedChemoFlag","NOT401",NA
"245","DE80","EIntendedNoTreatmentFlag","IntendedNoTreatmentFlag","CRE094",NA
"246","DE271","EIntendedNoTreatmentFlagNotification","IntendedNoTreatmentFlag","NOT404",NA
"247","DE77","EIntendedOtherTreatmentFlag","IntendedOtherFlag","CRE092",NA
"248","DE269","EIntendedOtherTreatmentFlagNotification","IntendedOtherFlag","NOT402",NA
"249","DE75","EIntendedRadiotherapyFlagNotification","IntendedRadiotherapyFlag","CRE090",NA
"250","DE266","EIntendedRadiotherapyFlagNotification","IntendedRadiotherapyFlag","NOT400",NA
"251","DE78","EIntendedSurgeryFlag","IntendedSurgeryFlag","CRE093",NA
"252","DE270","EIntendedSurgeryFlagNotification","IntendedSurgeryFlag","NOT403",NA
"253","DE106","ELastContactFacilityCode","LastContactFacilityCode","CRP020",NA
"254","DE568","EModalityID","EpisodeModalityId","CRE027","

All treatments administered to the patient during the initial course of cancer treatment should be recorded. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence. 
For admitted patients, notifications are assigned to 1-Surgery, 2-Radiotherapy, 3-Systemic Therapy or 5-Diagnostic based on the procedure codes recorded in the notification. All other notifications are assigned to 4-Other. The Cancer Information Manager can manually assign notifications 4-Other to 5-Diagnostic and 6-Terminal Palliation.
Pathology and death notifications are assigned to 8-Not applicable. 




"
"255","DE187","EModalityIDNotification","EpisodeModalityId","NOT200","All treatments administered to the patient during the initial course of cancer treatment should be recorded. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence. 
For admitted patients, notifications are assigned to 1-Surgery, 2-Radiotherapy, 3-Systemic Therapy or 5-Diagnostic based on the procedure codes recorded in the notification. All other notifications are assigned to 4-Other. The Cancer Information Manager can manually assign notifications 4-Other to 5-Diagnostic and 6-Terminal Palliation.
Pathology and death notifications are assigned to 8-Not applicable. 




"
"256","DE543","EMStageID","MStageId","CRE007","Record the absence or presence of distant metastasis at the time of stage date.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) M category when there is any uncertainty.

The current edition of the AJCC Cancer Staging Manual provides an equivalent and alternative source of M stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"257","DE544","EMStagingBasisID","MStagingBasisId","CRE008","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"258","DE549","ENonTNMStagingValuesDate","OtherStagingDate","CRE012",NA
"259","DE205","ENotificationWorkflowStatusIDNotification","NotificationWorkflowStatusId","NOT218",NA
"260","DE541","ENStageID","NStageId","CRE005","Record the absence or presence and extent of regional lymph node metastasis at the time of the stage date.

TNM staging applies to solid tumours excluding brain tumours.

Choose the lower (less advanced) N category when there is any uncertainty.

The current edition of the AJCC (American Joint Committee on Cancer) Cancer Staging Manual provides an equivalent and alternative source of N stage codes.

Staging classification systems other than the TNM classification system are recorded separately."
"261","DE542","ENStagingBasisID","NStagingBasisId","CRE006","Clinical stage is based on evidence obtained prior to treatment from physical examination, imaging, endoscopy, biopsy, surgical exploration or other relevant examinations. Clinical stage should also be used in instances where cancer is obliterated, or if a resected specimen is not available. 
Pathological stage is based on histological evidence acquired before treatment, supplemented or modified by additional evidence acquired from surgery and from pathological examination. 

Refer to the current edition of the AJCC Cancer Staging Manual, or UICC reference manual TNM Classification of Malignant Tumours for coding rules."
"262","DE165","EOtherStagingGroupingIDNotification","OtherStagingGroupingId","NOT127","Record the extent of the primary cancer at the time of the stage date.

Applies to all cancer stage groupings where a staging classification other than the standard TNM classification is used.

Choose the lower (less advanced) stage category when there is any uncertainty.

The relevant cancer stage grouping source will be indicated in the data element Cancer staging-cancer staging scheme source, code N[N] and if applicable, the related edition number will be recorded in data element Cancer staging-cancer staging scheme source edition number, code N[N].

A separate data element captures the extent of the primary cancer based on the TNM stage classification."
"263","DE164","EOtherStagingSchemeIDNotification","OtherStagingSchemeId","NOT126","TNM is not applicable to all tumour sites. Staging is of limited use in some cancers, for example, haematological malignancies. In these cases use the most appropriate classification system.

The Cancer Council Australia and Australian Cancer Network Guidelines for the prevention, early detection and management of colorectal cancer (2005, pp. 159-162) support the use of the Australian Clinico-Pathological Staging (ACPS) System. They recommend that both TNM and ACPS staging data be recorded to enable national and international comparisons. A table of correspondences between ACPS and TNM classifications is available.

The current edition of each staging scheme should be used.
"
"264","DE167","EOtherStagingVersionIDNotification","OtherStagingVersionId","NOT129","Record for any staging classification system that has an edition number, except for the TNM Classification of Malignant Tumours (International Union Against Cancer (UICC)."
"265","DE4","EOutcomeOfTreatmentId","OutcomeOfTreatmentId","CRE029","The outcome of treatment is recorded at the completion of the course of treatment for the cancer.
"
"266","DE260","EPrescribedRadiationDoseNotification","PrescribedDose","NOT361",NA
"267","DE263","EPrescribedRadiotherapyFractionCountNotification","PrescribedFractions","NOT364",NA
"268","DE214","EPrincipalFlagNotification","PrincipalFlag","NOT255","Only one principal procedure should be recorded for each Episode of treatment."
"269","DE25","EProcedureCodeID","ProcedureCodeId","CRE046","Must be a valid ICD-10-AM procedure code.
Each diagnostic or surgical treatment procedure used in the initial management (including staging) of the cancer should be recorded."
"270","DE211","EProcedureCodeIDNotification","ProcedureCodeId","NOT253","Must be a valid ICD-10-AM procedure code.
Each diagnostic or surgical treatment procedure used in the initial management (including staging) of the cancer should be recorded."
"271","DE26","EProcedureDate","ProcedureDate","CRE047","The surgical procedure date is collected for all cancer-directed surgery delivered to the patient during initial treatment for cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease recurrence or progression.

Cancer-directed surgery refers to all surgery that destroys or modifies cancer tissue anywhere in the body.

Cancer-directed surgery may be palliative (to control symptoms, alleviate pain, or make the patient more comfortable), or curative.

The date of each surgical treatment episode should be entered separately. 

Procedure dates for biopsies that remove all of the tumour and/or leave only microscopic margins are to be recorded here. 

Dates for radiotherapy and systemic treatments are collected as separate items."
"272","DE213","EProcedureDateNotification","ProcedureDate","NOT254","The surgical procedure date is collected for all cancer-directed surgery delivered to the patient during initial treatment for cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease recurrence or progression.

Cancer-directed surgery refers to all surgery that destroys or modifies cancer tissue anywhere in the body.

Cancer-directed surgery may be palliative (to control symptoms, alleviate pain, or make the patient more comfortable), or curative.

The date of each surgical treatment episode should be entered separately. 

Procedure dates for biopsies that remove all of the tumour and/or leave only microscopic margins are to be recorded here. 

Dates for radiotherapy and systemic treatments are collected as separate items."
"273","DE272","EProtocol1IDNotification","Protocol1Id","NOT405",NA
"274","DE274","EProtocol2IDNotification","Protocol2Id","NOT407",NA
"275","DE273","EProtocol3IDNotification","Protocol3Id","NOT406",NA
"276","DE36","EProtocolConsent","ProtocolConsent","CRE056",NA
"277","DE32","EProtocolID","ProtocolId","CRE053","eviQ Cancer Treatments Online is a point of care clinical information resource that provides health professionals with current evidence based, peer maintained, best practice cancer treatment protocols and information. It was developed and is maintained by the Cancer Institute NSW.

Record the six digit eviQ protocol identifier (where available) for each systemic therapy agent protocol administered to the patient during the initial treatment of the cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Systemic therapy agents are drugs that travel through the bloodstream and reach and effect cells all over the body. They are administered orally or intravenously.

Systemic therapy may involve a single agent or a combination regimen of two or more drugs. They are administered in treatment cycles. 

A protocol is a precise and detailed plan for therapy that includes the type, quantity, method and length of time of taking the drugs required for any treatment cycle.

The systemic therapy agent eviQ protocol identifier applies to chemotherapy, hormone therapy and immunotherapy administered for the treatment of cancer.

"
"278","DE101","EProtocolIDNotification","ProtcolId","NOT303","
eviQ Cancer Treatments Online is a point of care clinical information resource that provides health professionals with current evidence based, peer maintained, best practice cancer treatment protocols and information. It was developed and is maintained by the Cancer Institute NSW.

Record the six digit eviQ protocol identifier (where available) for each systemic therapy agent protocol administered to the patient during the initial treatment of the cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Systemic therapy agents are drugs that travel through the bloodstream and reach and effect cells all over the body. They are administered orally or intravenously.

Systemic therapy may involve a single agent or a combination regimen of two or more drugs. They are administered in treatment cycles. 

A protocol is a precise and detailed plan for therapy that includes the type, quantity, method and length of time of taking the drugs required for any treatment cycle.

The systemic therapy agent eviQ protocol identifier applies to chemotherapy, hormone therapy and immunotherapy administered for the treatment of cancer.

"
"279","DE34","EProtocolModified","ProtocolModified","CRE055","A modification of an eviQ protocol can be to either (1) the cycle frequency, (2) the drug dose, or (3) the drug administered. 
(1) Select Yes when the first day of a subsequent treatment cycle is administered greater than 5 days from the expected date of treatment. 
(2) Select Yes when a drug dose is administered at a reduction or escalation of the prescribed dose in the eviQ protocol. There may be several drugs within a protocol and any number or all of the drugs doses may be varied. 
(3) Select Yes when one or more of the prescribed drugs has been omitted from the eviQ protocol."
"280","DE219","EProtocolModifiedNotification","ProtcolModified","NOT305","A modification of an eviQ protocol can be to either (1) the cycle frequency, (2) the drug dose, or (3) the drug administered. 
(1) Select Yes when the first day of a subsequent treatment cycle is administered greater than 5 days from the expected date of treatment. 
(2) Select Yes when a drug dose is administered at a reduction or escalation of the prescribed dose in the eviQ protocol. There may be several drugs within a protocol and any number or all of the drugs doses may be varied. 
(3) Select Yes when one or more of the prescribed drugs has been omitted from the eviQ protocol."
"281","DE421","ERadiationDoseTotal","DoseTotal","notAvailable",NA
"282","DE252","ERadiationDoseTotalNotification","DoseTotal","NOT354","This item is collected for the purpose of compliance with best practice guidelines and analysis of outcome by treatment type.


Must be between 000.1-999.9"
"283","DE74","ERadiationDoseUnitID","RadiationDoseUnitId","CRE088",NA
"284","DE262","ERadiationDoseUnitIDNotification","RadiationDoseUnitId","NOT363",NA
"285","DE255","ERadiotherapyCourseNotification","RadiotherapyCourse","NOT357",NA
"286","DE253","ERadiotherapyDoseUnitIDNotification","RadiationDoseUnitId","NOT355",NA
"287","DE72","ERadiotherapyEndDate","EpisodeEndDate","CRE084","The completion date for radiotherapy is the date the last dose was administered. Record the completion date of radiotherapy for all courses administered during the initial course of treatment for cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

The patient may receive more than one course of radiotherapy during the initial course of treatment. For example, radiotherapy may be administered to the primary site and the site of a distant metastasis. Record the completion date for each course of treatment.

The completion date of radiotherapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of treatment.

Record the completion date for radiotherapy treatment. 

Dates of surgery, systemic agent therapies and systemic therapy procedures are collected as separate items."
"288","DE249","ERadiotherapyEndDateNotification","EpisodeEndDate","NOT351","The completion date for radiotherapy is the date the last dose was administered. Record the completion date of radiotherapy for all courses administered during the initial course of treatment for cancer. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

The patient may receive more than one course of radiotherapy during the initial course of treatment. For example, radiotherapy may be administered to the primary site and the site of a distant metastasis. Record the completion date for each course of treatment.

The completion date of radiotherapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of treatment.

Record the completion date for radiotherapy treatment. 

Dates of surgery, systemic agent therapies and systemic therapy procedures are collected as separate items."
"289","DE264","ERadiotherapyFractionsRecievedCountNotification","ActualFractions","NOT365","Total dose, beam type and number of fractions describe the course of radiotherapy.

 
00 - No radiation fractions were received
NN - Number of Fractions received
98 - Not applicable
99 - Radiation therapy was administered but the dose is unknown 
"
"290","DE422","ERadiotherapyFractionsTotal","FractionsTotal","notAvailable",NA
"291","DE254","ERadiotherapyFractionsTotalNotification","FractionsTotal","NOT356","Total dose, beam type and number of fractions describe the course of radiotherapy.

 
00 - No radiation fractions were received
NN - Number of Fractions received
98 - Not applicable
99 - Radiation therapy was administered but the dose is unknown 
"
"292","DE256","ERadiotherapyPriorityIDNotification","RadiotherapyPriorityId","NOT358",NA
"293","DE71","ERadiotherapyStartDate","EpisodeStartDate","CRE083","Record the first or earliest date radiotherapy commenced for all courses of radiotherapy administered during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

The patient may receive more than one course of radiotherapy during the initial course of treatment. For example, in the treatment of cancer, radiotherapy may be administered to the primary site and the site of a distant metastasis. Record the start date for each course of treatment.

The start date of radiotherapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of treatment.

Record the start date for radiotherapy treatment. 

This item should be used when collecting information about cancer patient care for safety and quality monitoring and other public health purposes. If collecting radiotherapy start date to examine service volumes for the purpose of calculating radiotherapy waiting times use Patient?radiotherapy start date, DDMMYYYY."
"294","DE248","ERadiotherapyStartDateNotification","EpisodeStartDate","NOT350","Record the first or earliest date radiotherapy commenced for all courses of radiotherapy administered during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

The patient may receive more than one course of radiotherapy during the initial course of treatment. For example, in the treatment of cancer, radiotherapy may be administered to the primary site and the site of a distant metastasis. Record the start date for each course of treatment.

The start date of radiotherapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of treatment.

Record the start date for radiotherapy treatment. 

This item should be used when collecting information about cancer patient care for safety and quality monitoring and other public health purposes. If collecting radiotherapy start date to examine service volumes for the purpose of calculating radiotherapy waiting times use Patient?radiotherapy start date, DDMMYYYY."
"295","DE73","ERadiotherapyTypeID","RadiotherapyTypeId","CRE085","Brachytherapy (radioactive implants) is likely to be listed as a procedure for admitted patients. Most external beam radiotherapy is delivered on an outpatient basis.
If codes 1,2,3, 4 or 6 are used, Received radiation dose should also be collected.

CODE 0 - Active surveillance
Closely following a patient?s condition but not giving treatment unless there are changes in test results. Active surveillance may avoid or delay the need for radiation or surgery. It is used to find early signs that the condition is getting worse. During active surveillance, certain exams and tests, including biopsies, are done on a regular schedule as a type of expectant management. Active Surveillance is the name given to monitoring a cancer without treating it. It is sometimes used when there is reluctance to treat a low grade cancer. (Prostate Cancer Foundation of Australia (2012) http://www.prostate.org.au/articleLive/pages/Active-Surveillance%7B47%7DWatchful-Waiting.html)

Selecting Active Surveillance/Watchful Waiting as a treatment type tracks active surveillance as a form of treatment and whether or not the patient received treatment.
"
"296","DE250","ERadiotherapyTypeIDNotification","RadiotherapyTypeId","NOT352","Brachytherapy (radioactive implants) is likely to be listed as a procedure for admitted patients. Most external beam radiotherapy is delivered on an outpatient basis.
If codes 1,2,3, 4 or 6 are used, Received radiation dose should also be collected.

CODE 0 - Active surveillance
Closely following a patient?s condition but not giving treatment unless there are changes in test results. Active surveillance may avoid or delay the need for radiation or surgery. It is used to find early signs that the condition is getting worse. During active surveillance, certain exams and tests, including biopsies, are done on a regular schedule as a type of expectant management. Active Surveillance is the name given to monitoring a cancer without treating it. It is sometimes used when there is reluctance to treat a low grade cancer. (Prostate Cancer Foundation of Australia (2012) http://www.prostate.org.au/articleLive/pages/Active-Surveillance%7B47%7DWatchful-Waiting.html)

Selecting Active Surveillance/Watchful Waiting as a treatment type tracks active surveillance as a form of treatment and whether or not the patient received treatment.
"
"297","DE50","EReasonVariationFrequencyCycle","ReasonVariationFrequencyCycle","CRE069","The reason for variation of the frequency of a treatment cycle is recorded when the first day of a subsequent cycle is administered 5 days or more from the date the cycle was expected to start. 
The expected start date of each cycle is set according to the frequency specified in a protocol, which is the time interval between day 1 of each treatment cycle. This will be expressed in days, weeks or months and is determined in the eviQ protocol.
 1. Toxicity:
The presence of a toxicity or adverse event that is associated with the administration of a single drug or combination of the drugs specified in the protocol.
2. No available appointment:
No appointment was available within the clinic to allow for the administration of the treatment cycle.
3. Patient cancelled self:
The patient chose not to have their treatment administered on the expected date or within 5 days after the expected date. 
4. Patient in hospital:
The patient was admitted to hospital for any reason other than for toxicity associated with one of the chemotherapy drugs or the combination of the chemotherapy drugs within the protocol.
8. Other:
The treatment was varied for reasons other than specified above
9. Not applicable:
The patient has presented to the clinic for a reason other than the administration of chemotherapy treatment.
"
"298","DE229","EReasonVariationFrequencyCycleNotification","ReasonVariationFrequencyCycle","NOT319","The reason for variation of the frequency of a treatment cycle is recorded when the first day of a subsequent cycle is administered 5 days or more from the date the cycle was expected to start. 
The expected start date of each cycle is set according to the frequency specified in a protocol, which is the time interval between day 1 of each treatment cycle. This will be expressed in days, weeks or months and is determined in the eviQ protocol.
 1. Toxicity:
The presence of a toxicity or adverse event that is associated with the administration of a single drug or combination of the drugs specified in the protocol.
2. No available appointment:
No appointment was available within the clinic to allow for the administration of the treatment cycle.
3. Patient cancelled self:
The patient chose not to have their treatment administered on the expected date or within 5 days after the expected date. 
4. Patient in hospital:
The patient was admitted to hospital for any reason other than for toxicity associated with one of the chemotherapy drugs or the combination of the chemotherapy drugs within the protocol.
8. Other:
The treatment was varied for reasons other than specified above
9. Not applicable:
The patient has presented to the clinic for a reason other than the administration of chemotherapy treatment.
"
"299","DE39","ERouteId","RouteId","CRE059",NA
"300","DE79","ERouteIDNotification","RouteId","NOT309",NA
"301","DE259","ESiteEndDateNotification","SiteEndDate","NOT360",NA
"302","DE251","ESiteIDNotification","SiteId","NOT353","More than one site may be targeted for radiotherapy during the initial course of treatment; select the appropriate code value. 

The target site is collected for all courses of radiotherapy administered to the patient during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

The target site for radiotherapy is recorded regardless of whether the course of treatment is completed as intended, the intent or timing of the radiotherapy, and the radiation therapy treatment modality.

Record the value representing all the sites targeted for radiotherapy during the initial course of treatment. There may be more than one site targeted for treatment. For example, the primary tumour site and the site of a distant metastasis may receive radiotherapy as part of the initial course of treatment. In this case code ""5"" would be recorded.

The target site for surgery is collected as a separate data item.

"
"303","DE258","ESiteStartDateNotification","SiteStartDate","NOT359",NA
"304","DE338","ESLNExtentNotification","SLNExtent","NOTU005","Where more than one node is involved, the maximum involvement is recorded.

The procedure allows for more complete pathologic analysis and more accurate staging.
If no tumour cells are found, it is unnecessary to perform an extensive regional lymph node dissection."
"305","DE337","ESLNIDNotification","SLNID","NOTU004","Identification of the sentinel lymph node is undertaken to permit a biopsy to be undertaken. If the biopsy shows no tumour cells, an extensive regional lymph node dissection normally would not be undertaken, reducing the possibility of lymphoedema and other surgical complications."
"306","DE19","EStartDate","EpisodeStartDate","CRE043",NA
"307","DE206","EStartDateNotification","EpisodeStartDate","NOT250",NA
"308","DE221","EStartDateNotification","StartDate","NOT310","
Systemic therapy regimen commencement date is to be recorded as the date of the first day of the systemic therapy regimen.

"
"309","DE21","EStatusSeparationId","StatusSeparationId","CRE045","CODE 4 and CODE 6 are not for primary data collection. These are populated when the deaths data are processed."
"310","DE208","EStatusSeperationIDNotification","StatusSeparationId","NOT252","CODE 4 and CODE 6 are not for primary data collection. These are populated when the deaths data are processed."
"311","DE209","EStatusSeperationIDNotification","StatusSeparationId","NOT252",NA
"312","DE210","EStatusSeperationIDNotification_d","StatusSeparationId","NOT252",NA
"313","DE313","EStomaTypeID","StomaTypeId","NOTC005",NA
"314","DE17","ESuggestedTreatmentCommencementDate","DecisionDate","CRE041","This item is also known as ?ready for care?. It is collected for the purpose of monitoring indicators of access to services, including waiting time to start of therapy."
"315","DE199","ESuggestedTreatmentCommencementDateNotification","DecisionDate","NOT213","This item is also known as ?ready for care?. It is collected for the purpose of monitoring indicators of access to services, including waiting time to start of therapy."
"316","DE42","ESystemicTherapyAgentFrequencyCode","Frequency","CRE062","The time interval between day 1 of each treatment cycle. 
Use Hindu-Arabic numbers, ie 1, 2, 3 etc
Do not use Roman numerals, ie do not use ii for two, iii for three, v for five etc"
"317","DE225","ESystemicTherapyAgentFrequencyCodeNotification","Frequency","NOT312","The time interval between day 1 of each treatment cycle. 
Use Hindu-Arabic numbers, ie 1, 2, 3 etc
Do not use Roman numerals, ie do not use ii for two, iii for three, v for five etc"
"318","DE43","ESystemicTherapyAgentFrequencyUnitCode","FrequencyUnit","CRE063","The time interval between day 1 of each treatment cycle. This will be expressed in days, weeks or months."
"319","DE226","ESystemicTherapyAgentFrequencyUnitCodeNotification","FrequencyUnit","NOT313","The time interval between day 1 of each treatment cycle. This will be expressed in days, weeks or months."
"320","DE48","ESystemicTherapyCycleEndDate","SystemicTherapyCycleEndDate","CRE067","Systemic therapy cycle completion date is to be recorded as the date of the final day of the systemic therapy cycle.
This is required for every cycle administered.
"
"321","DE227","ESystemicTherapyCycleEndDateNotification","SystemicTherapyCycleEndDate","NOT317","Systemic therapy cycle completion date is to be recorded as the date of the final day of the systemic therapy cycle.
This is required for every cycle administered.
"
"322","DE47","ESystemicTherapyCycleStartDate","SystemicTherapyCycleStartDate","CRE066","Systemic therapy cycle start date is to be recorded as the date of the first day that chemotherapy was administered for each cycle within a protocol. 
This is required for every cycle administered.
"
"323","DE334","ESystemicTherapyCycleStartDateNotification","SystemicTherapyCycleStartDate","NOT316","Systemic therapy cycle start date is to be recorded as the date of the first day that chemotherapy was administered for each cycle within a protocol. 
This is required for every cycle administered.
"
"324","DE38","ESystemicTherapyDoseQuantity","Dose","CRE058","Use Hindu-Arabic numbers, ie 1, 2, 3 etc
Do not use Roman numerals, ie do not use ii for two, iii for three, v for five etc
Use a leading zero in front of a decimal point for a dose less than 1, for example use 0.5 not .5
Do not use trailing zeros, for example use 5 not 5.0"
"325","DE547","ESystemicTherapyDoseQuantityNotification","Dose","NOT308","Use Hindu-Arabic numbers, ie 1, 2, 3 etc
Do not use Roman numerals, ie do not use ii for two, iii for three, v for five etc
Use a leading zero in front of a decimal point for a dose less than 1, for example use 0.5 not .5
Do not use trailing zeros, for example use 5 not 5.0"
"326","DE37","ESystemicTherapyDrugIDCode","DrugId","CRE057","May be as part of a multi-drug regimen. Record each drug separately.

Drugs are indexed by generic name."
"327","DE90","ESystemicTherapyDrugIDCodeNotification","DrugId","NOT307","May be as part of a multi-drug regimen. Record each drug separately.

Drugs are indexed by generic name."
"328","DE30","ESystemicTherapyEndDate","EpisodeEndDate","CRE051","Systemic agent therapy agents are drugs that travel through the bloodstream and reach and effect cells all over the body. They are administered orally or intravenously.

The completion date of systemic agent therapy is the date the last dose was administered during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Oral systemic therapy agents normally given on an outpatient basis should also be included.

The completion date of systemic agent therapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of the systemic agent therapy.

Multiple entries are not permitted.

Dates relating to targeted therapies using a systemic agent therapy agent are included.  Targeted therapies are treatments that use drugs or other substances to identify and attack specific cancer cells. 

Dates of surgery, radiotherapy and other systemic therapy procedures are collected as separate items. However, if a patient receives treatment with a protocol that includes different types of systemic therapy agents, for example, a chemotherapy agent and a hormone therapy agent, record the completion date of treatment in both relevant data items."
"329","DE217","ESystemicTherapyEndDateNotification","EpisodeEndDate","NOT301","Systemic agent therapy agents are drugs that travel through the bloodstream and reach and effect cells all over the body. They are administered orally or intravenously.

The completion date of systemic agent therapy is the date the last dose was administered during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Oral systemic therapy agents normally given on an outpatient basis should also be included.

The completion date of systemic agent therapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of the systemic agent therapy.

Multiple entries are not permitted.

Dates relating to targeted therapies using a systemic agent therapy agent are included.  Targeted therapies are treatments that use drugs or other substances to identify and attack specific cancer cells. 

Dates of surgery, radiotherapy and other systemic therapy procedures are collected as separate items. However, if a patient receives treatment with a protocol that includes different types of systemic therapy agents, for example, a chemotherapy agent and a hormone therapy agent, record the completion date of treatment in both relevant data items."
"330","DE218","ESystemicTherapyIDNotification","SystemicTherapyTypeId","NOT302","
CODES 1-7
Systemic agent therapy includes:
?chemotherapy 
?hormone therapy 
?immunotherapy
Or any combination of the above therapies.

Systemic therapy procedures are recorded separately.

CODE 0 - Active surveillance
Closely following a patient?s condition but not giving treatment unless there are changes in test results. Active surveillance may avoid or delay the need for radiation or surgery. It is used to find early signs that the condition is getting worse. During active surveillance, certain exams and tests, including biopsies, are done on a regular schedule as a type of expectant management. Active Surveillance is the name given to monitoring a cancer without treating it. It is sometimes used when there is reluctance to treat a low grade cancer.

Selecting Active Surveillance/Watchful Waiting as a treatment type tracks active surveillance as a form of treatment and whether or not the patient received treatment.
"
"331","DE223","ESystemicTherapyProtocolCycleCountNotification","SystemicTherapyProtocolCycleNumber","NOT315","An eviQ chemotherapy protocol consists of a number cycles. A cycle is defined as the time period between day 1 of chemotherapy administered and when day 1 is repeated again. Cycles can be repeated every 1, 2, 3, 4, or 6 weeks. 
Some treatments have a set number of cycles, and some treatments require cycles to be continued until a decision is made to stop treatment.
Example: Cycle 2 would be reported as 02.
"
"332","DE45","ESystemicTherapyProtocolCycleNumber","SystemicTherapyProtocolCycleNumber","CRE065","An eviQ chemotherapy protocol consists of a number cycles. A cycle is defined as the time period between day 1 of chemotherapy administered and when day 1 is repeated again. Cycles can be repeated every 1, 2, 3, 4, or 6 weeks. 
Some treatments have a set number of cycles, and some treatments require cycles to be continued until a decision is made to stop treatment.
Example: Cycle 2 would be reported as 02.
"
"333","DE29","ESystemicTherapyStartDate","EpisodeStartDate","CRE050","Systemic agent therapy agents are drugs that travel through the bloodstream and reach and effect cells all over the body. They are administered orally or intravenously.

Record the first or earliest date systemic agent therapy was administered during the initial course of treatment. The initial course of treatment includes all treatments administered to the patient from diagnosis and before disease progression or recurrence.

Oral systemic therapy agents normally given on an outpatient basis should also be included.

The start date of the systemic agent therapy is recorded regardless of whether the course of treatment is completed as intended, and regardless of the intent or timing of systemic agent therapy.

Multiple entries are not permitted.

Dates relating to targeted therapies using a systemic agent therapy agent are included.  Targeted therapies are treatments that use drugs or other substances to identify and attack specific cancer cells. 

Dates of surgery, radiotherapy and other systemic therapy procedures are collected as separate items. However, if a patient receives treatment with a protocol that includes different types of systemic therapy agents, for example, a chemotherapy agent and a hormone therapy agent, record the start date of treatment in both relevant data items."
