Dictionary ID,In Landing,Cancer Institute Name,Cancer Institute Category,Definition,Type,Null values permitted,Accepted Values
DE451,1,NotificationSourceId,Needs category,,Integer,1.0,Code
DE452,1,NotificationTypeId,Needs category,,Integer,1.0,Code
DE453,1,NumberOfRegionalNodesExamined,Needs category,,Integer,1.0,Numeric Value
DE454,1,NumberOfRegionalNodesExamined,Needs category,,Integer,1.0,Numeric Value
DE455,1,NumberOfRegionalNodesPositive,Needs category,,Integer,1.0,Numeric Value
DE456,1,NumberOfRegionalNodesPositive,Needs category,,Integer,1.0,Numeric Value
DE458,1,NumberSentinelNodesPositive,Needs category,,Integer,1.0,Numeric Value
DE459,1,OMISDrugName,Needs category,,varchar(512),1.0,Alphanumeric Value
DE460,1,OtherStagingBasisId,Needs category,,Integer,1.0,Code
DE461,1,OwnedById,Needs category,,Integer,1.0,Code
DE307,1,PAccomodationTypeIDNotification,Person,Accommodation chargeable status elected by patient on admission.,Integer,1.0,Code
DE95,1,Paddress,Person,The address at which the client usually resides,varchar(512),1.0,Alphanumeric Value
DE396,0,PARIA,Person,Derived from the NSWCR source system CRP012,,,
DE89,1,PBirthDate,Person,The date of birth of the person.,Date,1.0,DDMMYYYY
DE119,1,PBirthDateNofication,Person,The date of birth of the person.,Date,1.0,DDMMYYYY
DE91,1,PBirthDateValidityCode,Person,"An indicator of the accuracy of the components of a reported date, as represented by a code.",varchar(5),1.0,Code
DE120,1,PBirthDateValidityCodeNotification,Person,"An indicator of the accuracy of the components of a reported date, as represented by a code.",varchar(5),1.0,Code
DE375,0,PBirthDay,Person,Derived from NSWCR source system CRP005,,,
DE374,0,PBirthMonth,Person,Derived from NSWCR source system CRP005,,,
DE373,0,PBirthYear,Person,Derived from NSWCR source system CRP005,,,
DE519,1,PClinicalDetailsOptOut,Person,,Boolean,1.0,Check - Yes; Uncheck - No
DE138,1,PClinicalDetailsOptOutNotification,Person,,Boolean,1.0,Check - Yes; Uncheck - No
DE92,1,PCOBCode,Person,"The country in which the person was born, as represented by a code.",varchar(4),1.0,Code
DE121,1,PCOBCodeNotification,Person,"The country in which the person was born, as represented by a code.",varchar(4),1.0,Code
DE391,0,PDeathAge,Person,Derived from the NSWCR source system CRD004,,,
DE520,1,PDeathCaseText,Person,,varchar(4000),1.0,Alphanumeric value
DE402,1,PDeathCauseID   ,Person,"Derived from the NSWCR source system. There is no dict it, appears to be drawn from NOT504",Integer,1.0,Code
DE284,1,PDeathCauseIDNotification,Person,"The disease or injury which initiated the train of morbid events leading directly to a person's death or the circumstances of the accident or violence which produced the fatal injury, as represented by a code (WHO 2004).",Integer,1.0,Code
DE285,1,PDeathCauseTextNotification,Person,Text that is entered on a person's death certificate to further explain the cause of death.,varchar(4000),1.0,Alphanumeric value
DE532,1,PDeathCertificateNumber,Person,The unique identifier within any one year for the death certificate record.,char(12),1.0,Numeric Value
DE280,1,PDeathCertificateNumberNotification,Person,The unique identifier within any one year for the death certificate record.,char(12),1.0,Code
DE534,1,PDeathCertificateStateID,Person,"The state/territory Registrar of Births, Deaths and Marriages responsible for issuing the Death Certificate.  ",Integer,1.0,Code
DE287,1,PDeathCertificateStateIDNotification,Person,"The state/territory Registrar of Births, Deaths and Marriages responsible for issuing the Death Certificate.  ",Integer,1.0,Code
DE533,1,PDeathCertificateYear,Person,The year that the person's death certificate was issued. ,char(4),1.0,YYYY
DE286,1,PDeathCertificateYearNotification,Person,The year that the person's death certificate was issued. ,char(4),1.0,YYYY
DE535,1,PDeathDate   ,Person,The date of death of the person.,Date,1.0,DDMMYYYY
DE281,1,PDeathDateNotification,Person,The date of death of the person.,Date,1.0,DDMMYYYY
DE389,0,PDeathDay,Person,Derived from the NSWCR source system CRD004,,,
DE388,0,PDeathMonth,Person,Derived from the NSWCR source system CRD004,,,
DE372,1,PDeathPlace,Person,Persons that been diagnosed with cancer in NSW and have subsequently…this is derived from NSWCR but there is no dict ID…its is PlaceOfDeath column name,varchar(512),1.0,Code
DE387,0,PDeathYear,Person,Derived from the NSWCR source system CRD004,,,
DE100,1,PDVANumber,Person,A unique personal identifier issued to a veteran by the Department of Veterans' Affairs.,varchar(15),1.0,DVANumber
DE131,1,PDVANumberNotification,Person,A unique personal identifier issued to a veteran by the Department of Veterans' Affairs.,varchar(15),1.0,Alphanumeric Value
DE462,1,PerineuralInvasionId,Needs category,,Integer,1.0,Code
DE111,1,PFirstGivenNameNotification_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE116,1,PFirstGivenNameNotification_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE87,1,PFirstName,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE392,0,PICD03DeathCauseCode,Person,"Derived from the NSWCR source system. There is no dict it, appears to be drawn from NOT504",,,
DE393,0,PICD10AMDeathCauseCode,Person,"Derived from the NSWCR source system. There is no dict it, appears to be drawn from NOT504",,,
DE93,1,PIndigenousStatusID,Person,"Whether a person identifies as being of Aboriginal or Torres Strait Islander origin, as represented by a code. This is in accord with the first two of three components of the Commonwealth definition.",Integer,1.0,Code
DE122,1,PIndigenousStatusIDNotification,Person,"Whether a person identifies as being of Aboriginal or Torres Strait Islander origin, as represented by a code. This is in accord with the first two of three components of the Commonwealth definition.",Integer,1.0,Code
DE463,1,PlaceOfDeathText,Needs category,,varchar(512),1.0,Alphanumeric value
DE516,1,PlaceOfDeathText,Needs category,,varchar(512),1.0,Alphanumeric value
DE94,1,PLanguagePreferenceID,Person,"The language most preferred by the person for communication, as represented by a code.",Integer,1.0,State Code
DE123,1,PLanguagePreferenceIDNotification,Person,"The language most preferred by the person for communication, as represented by a code.",Integer,1.0,Code
DE394,0,PLGA2006,Person,Derived from the NSWCR source system CRP012,,,
DE398,0,PLHD2011,Person,Derived from the NSWCR source system CRP012,,,
DE96,1,PLocality,Person,"The name of the locality/suburb of the address, as represented by text.",varchar(40),1.0,Code
DE126,1,PLocalityNotification,Person,"The name of the locality/suburb of the address, as represented by text.",varchar(40),1.0,Alphabetic Value
DE99,1,PMedicareNumber   ,Person,"Person identifier, allocated by the Health Insurance Commission to eligible persons under the Medicare scheme, that appears on a Medicare card.",varchar(12),1.0,Numeric Value
DE130,1,PMedicareNumberNotification,Person,"Person identifier, allocated by the Health Insurance Commission to eligible persons under the Medicare scheme, that appears on a Medicare card.",varchar(12),1.0,Numeric Value
DE521,1,PMenopausalStatusID,Person,,Integer,1.0,Code
DE291,1,PMenopausalStatusIDNotification,Case,The menopausal status of a person with cancer.,Integer,1.0,Code
DE15,1,PMRN,Person,A patient identifier assigned by and unique to a hospital or health service provider.,varchar(20),1.0,Numeric Value
DE46,1,PMRNNotification,Person,A patient identifier assigned by and unique to a hospital or health service provider.,varchar(20),1.0,Alphanumeric Value
DE103,1,PNHINumber,Person,The numerical identifier that uniquely identifies each individual in the Australian healthcare system.,varchar(20),1.0,Numeric Value
DE133,1,PNHINumberNotification,Person,The numerical identifier that uniquely identifies each individual in the Australian healthcare system.,varchar(20),1.0,Numeric Value
DE464,1,Postcode,Needs category,,char(4),1.0,Postcode as defined in Australia Post's Postcode Database
DE465,1,Postcode,Needs category,,char(4),1.0,Postcode as defined in Australia Post's Postcode Database
DE81,1,PPlaceOfResidenceAtTimeOfDiagnosisId,Needs category,The place the person usually resided in at the time of diagnosis,Integer,1.0,Code
DE97,1,PPostcode,Person,The postcode for the suburb of the patient's usual residential address.,char(4),1.0,Postcode as defined in Australia Post's Postcode Database
DE127,1,PPostcodeNotification,Person,The postcode for the suburb of the patient's usual residential address.,char(4),1.0,Postcode as defined in Australia Post's Postcode Database
DE386,0,PPrimarySites,Person,Derived from the dataset itself looking at multiple cases,,,
DE399,0,PPrimayHealthNetwork2015,Person,Derived from the NSWCR source system CRP012,,,
DE466,1,PrescribedDose,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE467,1,PrescribedFractions,Needs category,,Integer,1.0,Numeric Value
DE469,1,PresentationBreastId,Needs category,,Integer,1.0,Code
DE470,1,PresentationColorectalId,Needs category,,Integer,1.0,Code
DE471,1,Protocol1Id,Needs category,,Integer,1.0,Protocol Code
DE472,1,Protocol2Id,Needs category,,Integer,1.0,Protcol Code
DE473,1,Protocol3Id,Needs category,,Integer,1.0,Protocol Code
DE474,1,PRStatusId,Needs category,,Integer,1.0,Code
DE475,1,PsaId,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE114,1,PSecondGivenNameNotification_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE117,1,PSecondGivenNameNotification_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE109,1,PSecondSurnameNotification,Person,"That part of a name a person usually has in common with some other members of his/her family, as distinguished from his/her given names, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE397,0,PSEIFA,Person,Derived from the NSWCR source system CRP012,,,
DE88,1,PSex   ,Person,"The biological distinction between male and female, as represented by a code.",Integer,1.0,Code
DE118,1,PSexNotification,Person,"The biological distinction between male and female, as represented by a code.",Integer,1.0,Code
DE395,0,PSLA2006,Person,Derived from the NSWCR source system CRP012,,,
DE98,1,PStateCode,Person,"The Australian state or territory where a person can be located, as represented by a code.",Integer,1.0,Code
DE128,1,PStateNotification,Person,"The Australian state or territory where a person can be located, as represented by a code.",Integer,1.0,Code
DE102,1,PSUPI  ,Needs category,A unique code assigned to the patient for unique identification of the patient at the State level. ,varchar(20),1.0,Alphanumeric Value
DE132,1,PSUPINotification,Needs category,A unique code assigned to the patient for unique identification of the patient at the State level. ,varchar(20),1.0,Alphanumeric Value
DE83,1,PSurname,Needs category,"That part of a name a person usually has in common with some other members of his/her family, as distinguished from his/her given names, as represented by text.",varchar(40),0.0,Alphanumeric Value
DE107,1,PSurnameNotification,Person,"That part of a name a person usually has in common with some other members of his/her family, as distinguished from his/her given names, as represented by text.",varchar(40),0.0,Alphabetic Value
DE108,1,PSurnameNotification_d,Person,"That part of a name a person usually has in common with some other members of his/her family, as distinguished from his/her given names, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE115,1,PThirdGivenNameNotifiction_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE137,1,PThirdGivenNameNotifiction_d,Person,"The person's identifying name within the family group or by which the person is socially identified, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE110,1,PThirdSurnameNotification,Person,"That part of a name a person usually has in common with some other members of his/her family, as distinguished from his/her given names, as represented by text.",varchar(40),1.0,Alphanumeric Value
DE82,1,PTitle,Needs category,"An honorific form of address, commencing a name, used when addressing a person by name, whether by mail, by phone, or in person, as represented by text.",varchar(20),1.0,Dr; Mrs; Miss; Dr etc.
DE136,1,PTitleNotification,Needs category,,varchar(20),1.0,Code
DE14,1,PUniqueIdentifier,Person,A unique code assigned to the patient for identification at the former Area Health Service level. ,varchar(20),1.0,Numeric Value
DE57,1,PUniqueIdentifierNotification,Person,A unique code assigned to the patient for identification at the former Area Health Service level. ,varchar(20),1.0,Numeric Value
DE129,1,PVitalStatusIDNotification,Person,The vital status of a person.,Integer,1.0,Code
DE125,1,PWayfareAddressNotification,Person,The address at which the client usually resides.,varchar(512),1.0,Alphanumeric Value
DE476,1,RadiationDoseUnitId,Needs category,,Integer,1.0,Code
DE477,1,RadiotherapyCourse,Needs category,,varchar(512),1.0,Alphanumeric Value
DE478,1,RadiotherapyPriorityId,Needs category,,Integer,1.0,Code
DE480,1,ReadmitReasonId,Needs category,,Integer,1.0,Code
DE481,1,ReadmitWithin28DaysId,Needs category,,Integer,1.0,Code
DE482,1,ReasonAdmitId,Needs category,,Integer,1.0,Code
DE483,1,RecurrenceDateValidityCode,Needs category,,varchar(5),1.0,Code
DE367,1,RecurrenceSiteVersion,Person,Version number of ICD-10-AM reference used to classify recurrence site,,,
DE484,1,ResectionMargin,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE485,1,ResidualTumourStatusId,Needs category,,Integer,1.0,Code
DE486,1,RiskStratificationId,Needs category,,Integer,1.0,Code
DE487,1,RISSiteName,Needs category,,varchar(512),1.0,Code
DE488,1,SimbCode,Needs category,,varchar(2),1.0,Code
DE489,1,SiteEndDate,Needs category,,Date,1.0,DDMMYYYY
DE491,1,SiteId,Needs category,,Integer,1.0,Code
DE492,1,SiteStartDate,Needs category,,Date,1.0,DDMMYYYY
DE493,1,Size,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE494,1,SourceDeathCode,Needs category,,char(1),1.0,Code
DE495,1,StatusSeparationId,Needs category,,Integer,1.0,Code
DE496,1,StomaTypeId,Needs category,,Integer,1.0,Code
DE497,1,SurgicalMargin,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE498,1,SurgicalMargin,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE499,1,SurgicalMarginInvolvement,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE500,1,Thickness,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE502,1,TNMStagingTiming2Id,Needs category,,Integer,1.0,Code
DE503,1,TNMStagingTimingId,Needs category,,Integer,1.0,Code
DE504,1,TNMStagingTimingId,Needs category,,Integer,1.0,Code
DE505,1,TotalExtent,Needs category,,Float,1.0,Numeric Value (NNN.NN)
DE506,1,TreatingDoctorAddress,Needs category,,varchar(MAX),1.0,Alphanumeric Value
DE507,1,TumourGroup,Needs category,,Integer,1.0,Code
DE508,1,UlcerationOfMelanomaId,Needs category,,Integer,1.0,Code
DE228,1,VariationFrequencyCycleFlagNotification,Person,"Whether an eviQ protocol treatment cycle was administered according to the frequency specified in the eviQ protocol, as represented by a code.",Boolean,1.0,Check - Yes; Uncheck - No
DE509,1,WayfareAddress,Needs category,,varchar(512),1.0,Alphanumeric Value
DE510,1,WayfareAddress,Needs category,,varchar(512),1.0,Alphanumeric Value
DE511,1,WayfareStateId,Needs category,,Integer,1.0,State Code
DE513,1,WayfareStateId,Needs category,,Integer,1.0,State Code
DE514,1,WorkflowStatusId,Needs category,,Integer,1.0,Code
DE275,1,WProjectIDNotification,Needs category,The special project to which the person with cancer was allocated.,Integer,1.0,Code
